original_id,final_id,decision,execution_status_before,semantic_status_before,decision_reason,question_action,sql_action,validation_status_after,evidence_path
GT112,,rewrite,error,schema_error: colunas antigas de municipios,Canonical ground truth is sourced from validated stage1_questions_v2.jsonl; original item audited before replacement.,rewrite wording to match documented grain/schema,rewrite SQL with current schema and join policy,passed_canonical_replacement,evaluation/ground_truth/query_results_v2/
GT113,,rewrite,error,schema_error: colunas antigas de municipios,Canonical ground truth is sourced from validated stage1_questions_v2.jsonl; original item audited before replacement.,rewrite wording to match documented grain/schema,rewrite SQL with current schema and join policy,passed_canonical_replacement,evaluation/ground_truth/query_results_v2/
GT114,,rewrite,ok,grain_mismatch_patient_vs_internacao;wrong_espec_code_obstetricia,Canonical ground truth is sourced from validated stage1_questions_v2.jsonl; original item audited before replacement.,rewrite wording to match documented grain/schema,rewrite SQL with current schema and join policy,passed_canonical_replacement,evaluation/ground_truth/query_results_v2/
GT115,,replace,ok,valid,Canonical ground truth is sourced from validated stage1_questions_v2.jsonl; original item audited before replacement.,preserve intent in canonical v2 dataset,validated in canonical v2 SQL,passed_canonical_replacement,evaluation/ground_truth/query_results_v2/
GT116,,rewrite,error,schema_error: coluna CID antiga CD_DESCRICAO,Canonical ground truth is sourced from validated stage1_questions_v2.jsonl; original item audited before replacement.,rewrite wording to match documented grain/schema,rewrite SQL with current schema and join policy,passed_canonical_replacement,evaluation/ground_truth/query_results_v2/
GT117,,rewrite,ok,ambiguous_uti_proxy_val_uti;wrong_espec_code_cirurgica,Canonical ground truth is sourced from validated stage1_questions_v2.jsonl; original item audited before replacement.,rewrite wording to match documented grain/schema,rewrite SQL with current schema and join policy,passed_canonical_replacement,evaluation/ground_truth/query_results_v2/
GT118,,rewrite,ok,ambiguous_uti_proxy_val_uti,Canonical ground truth is sourced from validated stage1_questions_v2.jsonl; original item audited before replacement.,rewrite wording to match documented grain/schema,rewrite SQL with current schema and join policy,passed_canonical_replacement,evaluation/ground_truth/query_results_v2/
GT119,,rewrite,ok,grain_mismatch_patient_vs_internacao,Canonical ground truth is sourced from validated stage1_questions_v2.jsonl; original item audited before replacement.,rewrite wording to match documented grain/schema,rewrite SQL with current schema and join policy,passed_canonical_replacement,evaluation/ground_truth/query_results_v2/
GT120,,rewrite,error,schema_error: colunas antigas de municipios,Canonical ground truth is sourced from validated stage1_questions_v2.jsonl; original item audited before replacement.,rewrite wording to match documented grain/schema,rewrite SQL with current schema and join policy,passed_canonical_replacement,evaluation/ground_truth/query_results_v2/
GT121,,rewrite,error,schema_error: colunas antigas de municipios,Canonical ground truth is sourced from validated stage1_questions_v2.jsonl; original item audited before replacement.,rewrite wording to match documented grain/schema,rewrite SQL with current schema and join policy,passed_canonical_replacement,evaluation/ground_truth/query_results_v2/
GT122,,rewrite,error,schema_error: tabela inexistente atendimentos,Canonical ground truth is sourced from validated stage1_questions_v2.jsonl; original item audited before replacement.,rewrite wording to match documented grain/schema,rewrite SQL with current schema and join policy,passed_canonical_replacement,evaluation/ground_truth/query_results_v2/
GT123,,drop,error,schema_error: colunas antigas de municipios;unsupported_domain_dependency,Canonical ground truth is sourced from validated stage1_questions_v2.jsonl; original item audited before replacement.,drop unsupported question or replace with available socioeconomico metric,remove unavailable metric dependency,dropped,
GT124,,rewrite,error,schema_error: colunas antigas de municipios,Canonical ground truth is sourced from validated stage1_questions_v2.jsonl; original item audited before replacement.,rewrite wording to match documented grain/schema,rewrite SQL with current schema and join policy,passed_canonical_replacement,evaluation/ground_truth/query_results_v2/
GT125,,rewrite,ok,ambiguous_uti_proxy_val_uti,Canonical ground truth is sourced from validated stage1_questions_v2.jsonl; original item audited before replacement.,rewrite wording to match documented grain/schema,rewrite SQL with current schema and join policy,passed_canonical_replacement,evaluation/ground_truth/query_results_v2/
GT126,,replace,ok,valid,Canonical ground truth is sourced from validated stage1_questions_v2.jsonl; original item audited before replacement.,preserve intent in canonical v2 dataset,validated in canonical v2 SQL,passed_canonical_replacement,evaluation/ground_truth/query_results_v2/
GT127,,rewrite,error,schema_error: coluna CID antiga CD_DESCRICAO,Canonical ground truth is sourced from validated stage1_questions_v2.jsonl; original item audited before replacement.,rewrite wording to match documented grain/schema,rewrite SQL with current schema and join policy,passed_canonical_replacement,evaluation/ground_truth/query_results_v2/
GT128,,rewrite,error,ambiguous_uti_proxy_val_uti;schema_error: colunas antigas de municipios,Canonical ground truth is sourced from validated stage1_questions_v2.jsonl; original item audited before replacement.,rewrite wording to match documented grain/schema,rewrite SQL with current schema and join policy,passed_canonical_replacement,evaluation/ground_truth/query_results_v2/
GT129,,rewrite,error,schema_error: coluna CID antiga CD_DESCRICAO,Canonical ground truth is sourced from validated stage1_questions_v2.jsonl; original item audited before replacement.,rewrite wording to match documented grain/schema,rewrite SQL with current schema and join policy,passed_canonical_replacement,evaluation/ground_truth/query_results_v2/
GT130,,rewrite,error,schema_error: colunas antigas de municipios;wrong_espec_code_obstetricia,Canonical ground truth is sourced from validated stage1_questions_v2.jsonl; original item audited before replacement.,rewrite wording to match documented grain/schema,rewrite SQL with current schema and join policy,passed_canonical_replacement,evaluation/ground_truth/query_results_v2/
GT131,,rewrite,error,grain_mismatch_patient_vs_internacao;schema_error: tabela inexistente atendimentos,Canonical ground truth is sourced from validated stage1_questions_v2.jsonl; original item audited before replacement.,rewrite wording to match documented grain/schema,rewrite SQL with current schema and join policy,passed_canonical_replacement,evaluation/ground_truth/query_results_v2/
GT132,,rewrite,error,schema_error: colunas antigas de municipios,Canonical ground truth is sourced from validated stage1_questions_v2.jsonl; original item audited before replacement.,rewrite wording to match documented grain/schema,rewrite SQL with current schema and join policy,passed_canonical_replacement,evaluation/ground_truth/query_results_v2/
GT133,,rewrite,ok,ambiguous_uti_proxy_val_uti;missing_2008_2023_filter,Canonical ground truth is sourced from validated stage1_questions_v2.jsonl; original item audited before replacement.,rewrite wording to match documented grain/schema,rewrite SQL with current schema and join policy,passed_canonical_replacement,evaluation/ground_truth/query_results_v2/
GT134,,rewrite,error,schema_error: colunas antigas de municipios,Canonical ground truth is sourced from validated stage1_questions_v2.jsonl; original item audited before replacement.,rewrite wording to match documented grain/schema,rewrite SQL with current schema and join policy,passed_canonical_replacement,evaluation/ground_truth/query_results_v2/
GT135,,drop,error,schema_error: colunas antigas de municipios;unsupported_domain_dependency,Canonical ground truth is sourced from validated stage1_questions_v2.jsonl; original item audited before replacement.,drop unsupported question or replace with available socioeconomico metric,remove unavailable metric dependency,dropped,
